record,observer_id,date,time,time_meal,enclosure_access,location,focal_id,actor_id,receiver_id,duration_sec,occurrences,behavior,condition,activity,behavior_modifier,,,,
33118,1231,07/17/2016,7:14:32,after,satellite_only,satellite,CL,CL,,1.985,1,movement,satellite,movement,,,,,
33120,1231,07/17/2016,7:14:34,after,satellite_only,satellite,CL,CL,,4.042,1,feed,satellite,forage,,,,,
33122,1231,07/17/2016,7:14:38,after,satellite_only,satellite,CL,CL,,23.478,1,movement,satellite,movement,,,,,
33124,1231,07/17/2016,7:15:01,after,satellite_only,satellite,CL,CL,,113.422,1,feed,satellite,forage,,,,,
33130,1231,07/17/2016,7:17:21,after,satellite_only,satellite,PE,PE,,126.902,1,feed,satellite,forage,,,,,
33132,1231,07/17/2016,7:19:27,after,satellite_only,satellite,PE,PE,,91.829,1,movement,satellite,movement,,,,,
33134,1231,07/17/2016,7:20:59,after,satellite_only,satellite,PE,PE,,34.368,1,inactive,satellite,inactive,,,,,
33136,1231,07/17/2016,7:21:34,after,satellite_only,satellite,PE,PE,,51.313,1,movement,satellite,movement,,,,,
33138,1231,07/17/2016,7:22:25,after,satellite_only,satellite,PE,PE,,80.779,1,inactive,satellite,inactive,,,,,
33140,1231,07/17/2016,7:23:46,after,satellite_only,satellite,PE,PE,,25.09,1,movement,satellite,movement,,,,,
33142,1231,07/17/2016,7:24:11,after,satellite_only,satellite,PE,PE,PE,18.176,1,sdb_groom,satellite,self_directed,,,,,
33144,1231,07/17/2016,7:24:29,after,satellite_only,satellite,PE,PE,,30.768,1,movement,satellite,movement,,,,,
33146,1231,07/17/2016,7:25:00,after,satellite_only,satellite,PE,PE,DU,14.239,1,sit_in_proximity,satellite,inactive,,,,,
33148,1231,07/17/2016,7:25:14,after,satellite_only,satellite,PE,PE,,3.404,1,inactive,satellite,inactive,,,,,
33150,1231,07/17/2016,7:25:17,after,satellite_only,satellite,PE,PE,,12.613,1,movement,satellite,movement,,,,,
33152,1231,07/17/2016,7:25:30,after,satellite_only,satellite,PE,PE,,10.917,1,inactive,satellite,inactive,,,,,
33154,1231,07/17/2016,7:25:41,after,satellite_only,satellite,PE,PE,,26.282,1,movement,satellite,movement,,,,,
33156,1231,07/17/2016,7:26:07,after,satellite_only,satellite,PE,PE,,85.4,1,inactive,satellite,inactive,,,,,
33158,1231,07/17/2016,7:27:33,after,satellite_only,satellite,PE,PE,,8.148,1,movement,satellite,movement,,,,,
33160,1231,07/17/2016,7:27:41,after,satellite_only,satellite,PE,PE,,7.567,1,inactive,satellite,inactive,,,,,
33162,1231,07/17/2016,7:27:48,after,satellite_only,satellite,PE,PE,,10.075,1,movement,satellite,movement,,,,,
33164,1231,07/17/2016,7:27:58,after,satellite_only,satellite,PE,PE,,36.034,1,inactive,satellite,inactive,,,,,
33166,1231,07/17/2016,7:28:34,after,satellite_only,satellite,PE,PE,PE,16.387,1,sdb_scratching,satellite,self_directed,,,,,
33168,1231,07/17/2016,7:28:51,after,satellite_only,satellite,PE,PE,,35.545,1,inactive,satellite,inactive,,,,,
33170,1231,07/17/2016,7:29:26,after,satellite_only,satellite,PE,PE,,35.454,1,movement,satellite,movement,,,,,
33172,1231,07/17/2016,7:30:02,after,satellite_only,satellite,PE,PE,,24.838,1,inactive,satellite,inactive,,,,,
33174,1231,07/17/2016,7:30:27,after,satellite_only,satellite,PE,PE,,5.513,1,movement,satellite,movement,,,,,
33176,1231,07/17/2016,7:30:32,after,satellite_only,satellite,PE,PE,,2.336,1,inactive,satellite,inactive,,,,,
33178,1231,07/17/2016,7:30:35,after,satellite_only,satellite,PE,PE,,22.772,1,movement,satellite,movement,,,,,
33180,1231,07/17/2016,7:30:57,after,satellite_only,satellite,PE,PE,,5.705,1,feed,satellite,forage,,,,,
33182,1231,07/17/2016,7:31:03,after,satellite_only,satellite,PE,PE,,11.362,1,movement,satellite,movement,,,,,
33184,1231,07/17/2016,7:31:14,after,satellite_only,satellite,PE,PE,,41.407,1,feed,satellite,forage,,,,,
33186,1231,07/17/2016,7:31:56,after,satellite_only,satellite,PE,PE,,21.957,1,movement,satellite,movement,,,,,
33188,1231,07/17/2016,7:32:18,after,satellite_only,satellite,PE,PE,,15.182,1,inactive,satellite,inactive,,,,,
33190,1231,07/17/2016,7:32:33,after,satellite_only,satellite,PE,PE,,43.423,1,feed,satellite,forage,,,,,
33192,1231,07/17/2016,7:33:16,after,satellite_only,satellite,PE,PE,,3.911,1,movement,satellite,movement,,,,,
33194,1231,07/17/2016,7:33:20,after,satellite_only,satellite,PE,PE,,45.472,1,feed,satellite,forage,,,,,
33196,1231,07/17/2016,7:34:06,after,satellite_only,satellite,PE,PE,,12.299,1,movement,satellite,movement,,,,,
33198,1231,07/17/2016,7:34:18,after,satellite_only,satellite,PE,PE,,37.602,1,feed,satellite,forage,,,,,
33200,1231,07/17/2016,7:34:56,after,satellite_only,satellite,PE,PE,,9.778,1,movement,satellite,movement,,,,,
33202,1231,07/17/2016,7:35:05,after,satellite_only,satellite,PE,PE,,42.131,1,inactive,satellite,inactive,,,,,
33204,1231,07/17/2016,7:35:48,after,satellite_only,satellite,PE,PE,,5.557,1,movement,satellite,movement,,,,,
33206,1231,07/17/2016,7:35:53,after,satellite_only,satellite,PE,PE,,66.458,1,inactive,satellite,inactive,,,,,
33208,1231,07/17/2016,7:37:00,after,satellite_only,satellite,PE,PE,,13.953,1,movement,satellite,movement,,,,,
33210,1231,07/17/2016,7:37:14,after,satellite_only,satellite,PE,PE,,3.521,1,inactive,satellite,inactive,,,,,
33571,916,07/17/2016,15:00:45,after,satellite_only,satellite,PP,PP,,74.471,1,feed,satellite,forage,,,,,
33573,916,07/17/2016,15:02:00,after,satellite_only,satellite,PP,PP,,16.503,1,inactive,satellite,inactive,,,,,
33575,916,07/17/2016,15:02:16,after,satellite_only,satellite,PP,PP,,25.397,1,stb_swinging,satellite,abnormal,,,,,
33577,916,07/17/2016,15:02:42,after,satellite_only,satellite,PP,PP,PP,4.488,1,sdb_scratching,satellite,self_directed,,,,,
33579,916,07/17/2016,15:02:46,after,satellite_only,satellite,PP,PP,,33.357,1,stb_swinging,satellite,abnormal,,,,,
33581,916,07/17/2016,15:03:19,after,satellite_only,satellite,PP,PP,,1.898,1,movement,satellite,movement,,,,,
33583,916,07/17/2016,15:03:21,after,satellite_only,satellite,PP,PP,,39.455,1,inactive,satellite,inactive,,,,,
33585,916,07/17/2016,15:04:01,after,satellite_only,satellite,PP,PP,,3.194,1,not_visible,satellite,not_visible,,,,,
33587,916,07/17/2016,15:04:04,after,satellite_only,satellite,PP,PP,,50.388,1,inactive,satellite,inactive,,,,,
33589,916,07/17/2016,15:04:54,after,satellite_only,satellite,PP,PP,,5.555,1,movement,satellite,movement,,,,,
33591,916,07/17/2016,15:05:00,after,satellite_only,satellite,PP,PP,,491.382,1,inactive,satellite,inactive,,,,,
33593,916,07/17/2016,15:13:11,none,satellite_only,satellite,PP,PP,PP,14.579,1,sdb_groom,satellite,self_directed,,,,,
33595,916,07/17/2016,15:13:26,none,satellite_only,satellite,PP,PP,,434.754,1,inactive,satellite,inactive,,,,,
33627,1231,07/17/2016,15:27:22,none,both_enclosures,center,FY,FY,,12.711,1,inactive,cbc,inactive,,,,,
33629,1231,07/17/2016,15:27:34,none,both_enclosures,center,FY,FY,FG,8.111,1,sit_in_proximity,cbc,inactive,,,,,
33631,1231,07/17/2016,15:27:42,none,both_enclosures,center,FY,FY,FG,58.21,1,nurse,cbc,parental,,,,,
33633,1231,07/17/2016,15:28:41,none,both_enclosures,center,FY,FY,FG,12.054,1,sit_in_proximity,cbc,inactive,,,,,
33635,1231,07/17/2016,15:28:53,none,both_enclosures,center,FY,FY,FG,71.125,1,nurse,cbc,parental,,,,,
33637,1231,07/17/2016,15:30:04,none,both_enclosures,center,FY,FY,FG,191.375,1,sit_in_proximity,cbc,inactive,,,,,
33639,1231,07/17/2016,15:33:15,none,both_enclosures,center,FY,FY,FG,9.09,1,groom,cbc,prosocial,,,,,
33641,1231,07/17/2016,15:33:24,none,both_enclosures,center,FY,FY,FG,167.311,1,sit_in_proximity,cbc,inactive,,,,,
33643,1231,07/17/2016,15:36:12,none,both_enclosures,center,FY,FY,FY,28.965,1,sdb_scratching,cbc,self_directed,,,,,
33644,1231,07/17/2016,15:36:32,none,both_enclosures,center,FY,FG,FY,60.951,1,groom,cbc,prosocial,,,,,
33646,1231,07/17/2016,15:36:41,none,both_enclosures,center,FY,FY,FY,9.013,1,sdb_scratching,cbc,self_directed,,,,,
33648,1231,07/17/2016,15:36:50,none,both_enclosures,center,FY,FY,FG,24.497,1,sit_in_proximity,cbc,inactive,,,,,
33650,1231,07/17/2016,15:37:14,none,both_enclosures,center,FY,FY,FY,6.205,1,sdb_scratching,cbc,self_directed,,,,,
33652,1231,07/17/2016,15:37:20,none,both_enclosures,center,FY,FY,,7.54,1,inactive,cbc,inactive,,,,,
33654,1231,07/17/2016,15:37:28,none,both_enclosures,center,FY,FY,FY,40.267,1,sdb_scratching,cbc,self_directed,,,,,
33658,1231,07/17/2016,15:38:08,none,both_enclosures,center,FY,FY,FY,19.563,1,sdb_scratching,cbc,self_directed,,,,,
33660,1231,07/17/2016,15:38:28,none,both_enclosures,center,FY,FY,,5.428,1,inactive,cbc,inactive,,,,,
33662,1231,07/17/2016,15:38:33,none,both_enclosures,center,FY,FY,FY,61.019,1,sdb_scratching,cbc,self_directed,,,,,
33664,1231,07/17/2016,15:39:34,none,both_enclosures,center,FY,FY,,57.624,1,inactive,cbc,inactive,,,,,
33666,1231,07/17/2016,15:40:32,none,both_enclosures,center,FY,FY,FG,19.287,1,sit_in_proximity,cbc,inactive,,,,,
33668,1231,07/17/2016,15:40:51,none,both_enclosures,center,FY,FY,,26.772,1,inactive,cbc,inactive,,,,,
33670,1231,07/17/2016,15:41:18,none,both_enclosures,center,FY,FY,FY,12.508,1,sdb_scratching,cbc,self_directed,,,,,
33672,1231,07/17/2016,15:41:30,none,both_enclosures,center,FY,FY,,13.792,1,movement,cbc,movement,,,,,
33674,1231,07/17/2016,15:41:44,none,both_enclosures,center,FY,FY,,274.797,1,inactive,cbc,inactive,,,,,
33676,1231,07/17/2016,15:46:19,none,both_enclosures,center,FY,FY,FY,15.828,1,sdb_scratching,cbc,self_directed,,,,,
33678,1231,07/17/2016,15:46:35,none,both_enclosures,center,FY,FY,,39.971,1,inactive,cbc,inactive,,,,,
33684,1231,07/17/2016,15:47:45,none,both_enclosures,center,PA,PA,,309.752,1,inactive,cbc,inactive,,,,,
33686,1231,07/17/2016,15:52:54,none,both_enclosures,center,PA,PA,PA,13.023,1,sdb_scratching,cbc,self_directed,,,,,
33688,1231,07/17/2016,15:53:08,none,both_enclosures,center,PA,PA,FG,28.325,1,groom,cbc,prosocial,,,,,
33690,1231,07/17/2016,15:53:36,none,both_enclosures,center,PA,PA,PA,4.442,1,sdb_scratching,cbc,self_directed,,,,,
33692,1231,07/17/2016,15:53:40,none,both_enclosures,center,PA,PA,,54.122,1,inactive,cbc,inactive,,,,,
33694,1231,07/17/2016,15:54:34,none,both_enclosures,center,PA,PA,PA,3.133,1,sdb_yawn,cbc,other,,,,,
33696,1231,07/17/2016,15:54:38,none,both_enclosures,center,PA,PA,,184.188,1,inactive,cbc,inactive,,,,,
33698,1231,07/17/2016,15:57:42,none,both_enclosures,center,PA,PA,,9.124,1,movement,cbc,movement,,,,,
33700,1231,07/17/2016,15:57:51,none,both_enclosures,center,PA,PA,PA,11.091,1,sdb_scratching,cbc,self_directed,,,,,
33702,1231,07/17/2016,15:58:02,none,both_enclosures,center,PA,PA,,15.28,1,movement,cbc,movement,,,,,
33705,1231,07/17/2016,15:58:17,none,both_enclosures,satellite,PA,PA,,78.67,1,inactive,sbc,inactive,,,,,
33707,1231,07/17/2016,15:59:36,none,both_enclosures,satellite,PA,PA,,73.088,1,movement,sbc,movement,,,,,
33710,1231,07/17/2016,16:00:49,none,both_enclosures,center,PA,PA,,33.393,1,inactive,cbc,inactive,,,,,
33712,1231,07/17/2016,16:01:22,none,both_enclosures,center,PA,PA,,11.519,1,movement,cbc,movement,,,,,
33714,1231,07/17/2016,16:01:34,none,both_enclosures,center,PA,PA,PA,63.501,1,sdb_groom,cbc,self_directed,,,,,
33716,1231,07/17/2016,16:02:37,none,both_enclosures,center,PA,PA,,24.309,1,movement,cbc,movement,,,,,
33719,1231,07/17/2016,16:03:02,none,both_enclosures,satellite,PA,PA,,38.372,1,inactive,sbc,inactive,,,,,
33721,1231,07/17/2016,16:03:40,none,both_enclosures,satellite,PA,PA,,56.324,1,movement,sbc,movement,,,,,
33723,1231,07/17/2016,16:04:36,none,both_enclosures,satellite,PA,PA,,8.257,1,inactive,sbc,inactive,,,,,
33725,1231,07/17/2016,16:04:45,none,both_enclosures,satellite,PA,PA,,12.257,1,movement,sbc,movement,,,,,
33728,1231,07/17/2016,16:04:57,none,both_enclosures,center,PA,PA,PA,11.249,1,sdb_groom,cbc,self_directed,,,,,
33730,1231,07/17/2016,16:05:08,none,both_enclosures,center,PA,PA,,41.531,1,movement,cbc,movement,,,,,
33732,1231,07/17/2016,16:05:50,none,both_enclosures,center,PA,PA,,17.573,1,inactive,cbc,inactive,,,,,
33734,1231,07/17/2016,16:06:07,none,both_enclosures,center,PA,PA,,35.089,1,movement,cbc,movement,,,,,
33737,1231,07/17/2016,16:06:42,none,both_enclosures,satellite,PA,PA,,3.672,1,inactive,sbc,inactive,,,,,
33739,1231,07/17/2016,16:06:46,none,both_enclosures,satellite,PA,PA,,54.379,1,movement,sbc,movement,,,,,
33744,916,07/17/2016,16:04:28,none,satellite_only,satellite,PO,PO,,27.427,1,inactive,satellite,inactive,,,,,
33746,916,07/17/2016,16:04:56,none,satellite_only,satellite,PO,PO,,28.799,1,movement,satellite,movement,,,,,
33748,916,07/17/2016,16:05:24,none,satellite_only,satellite,PO,PO,,13.172,1,stb_swinging,satellite,abnormal,,,,,
33750,916,07/17/2016,16:05:37,none,satellite_only,satellite,PO,PO,,40.571,1,inactive,satellite,inactive,,,,,
33752,916,07/17/2016,16:06:18,none,satellite_only,satellite,PO,PO,PO,19.539,1,sdb_scratching,satellite,self_directed,,,,,
33754,916,07/17/2016,16:06:38,none,satellite_only,satellite,PO,PO,,16.799,1,stb_headroll,satellite,abnormal,,,,,
33756,916,07/17/2016,16:06:54,none,satellite_only,satellite,PO,PO,,4.361,1,inactive,satellite,inactive,,,,,
33758,916,07/17/2016,16:06:59,none,satellite_only,satellite,PO,PO,PO,24.226,1,sdb_groom,satellite,self_directed,,,,,
33760,916,07/17/2016,16:07:23,none,satellite_only,satellite,PO,PO,,8.328,1,stb_swinging,satellite,abnormal,,,,,
33762,916,07/17/2016,16:07:31,none,satellite_only,satellite,PO,PO,PO,4.286,1,stb_masturbate,satellite,sociosexual,,,,,
33764,916,07/17/2016,16:07:36,none,satellite_only,satellite,PO,PO,,11.422,1,stb_swinging,satellite,abnormal,,,,,
33766,916,07/17/2016,16:07:47,none,satellite_only,satellite,PO,PO,,13.268,1,inactive,satellite,inactive,,,,,
33768,916,07/17/2016,16:08:00,before,satellite_only,satellite,PO,PO,,55.791,1,stb_swinging,satellite,abnormal,,,,,
33770,916,07/17/2016,16:08:56,before,satellite_only,satellite,PO,PO,,6.073,1,inactive,satellite,inactive,,,,,
33772,916,07/17/2016,16:09:02,before,satellite_only,satellite,PO,PO,,8.989,1,stb_swinging,satellite,abnormal,,,,,
33774,916,07/17/2016,16:09:11,before,satellite_only,satellite,PO,PO,,49.15,1,inactive,satellite,inactive,,,,,
33776,916,07/17/2016,16:10:00,before,satellite_only,satellite,PO,PO,,3.045,1,stb_headroll,satellite,abnormal,,,,,
33778,916,07/17/2016,16:10:03,before,satellite_only,satellite,PO,PO,,36.937,1,inactive,satellite,inactive,,,,,
33780,916,07/17/2016,16:10:40,before,satellite_only,satellite,PO,PO,PO,17.341,1,sdb_scratching,satellite,self_directed,,,,,
33782,916,07/17/2016,16:10:58,before,satellite_only,satellite,PO,PO,,35.942,1,inactive,satellite,inactive,,,,,
33784,916,07/17/2016,16:11:34,before,satellite_only,satellite,PO,PO,,8.322,1,feed,satellite,forage,,,,,
33786,916,07/17/2016,16:11:42,before,satellite_only,satellite,PO,PO,,11.312,1,stb_swinging,satellite,abnormal,,,,,
33788,916,07/17/2016,16:11:53,before,satellite_only,satellite,PO,PO,,30.155,1,feed,satellite,forage,,,,,
33790,916,07/17/2016,16:12:23,before,satellite_only,satellite,PO,PO,,63.592,1,stb_swinging,satellite,abnormal,,,,,
33792,916,07/17/2016,16:13:27,before,satellite_only,satellite,PO,PO,,83.812,1,feed,satellite,forage,,,,,
33794,916,07/17/2016,16:14:51,before,satellite_only,satellite,PO,PO,,88.902,1,stb_swinging,satellite,abnormal,,,,,
33796,916,07/17/2016,16:16:20,before,satellite_only,satellite,PO,PO,,8.825,1,feed,satellite,forage,,,,,
33798,916,07/17/2016,16:16:28,before,satellite_only,satellite,PO,PO,PO,9.111,1,sdb_scratching,satellite,self_directed,,,,,
33800,916,07/17/2016,16:16:38,before,satellite_only,satellite,PO,PO,,182.125,1,feed,satellite,forage,,,,,
33802,916,07/17/2016,16:19:40,before,satellite_only,satellite,PO,PO,,2.048,1,stb_swinging,satellite,abnormal,,,,,
33804,916,07/17/2016,16:19:42,before,satellite_only,satellite,PO,PO,,6.382,1,inactive,satellite,inactive,,,,,
33806,916,07/17/2016,16:19:48,before,satellite_only,satellite,PO,PO,,24.235,1,stb_swinging,satellite,abnormal,,,,,
33808,916,07/17/2016,16:20:12,before,satellite_only,satellite,PO,PO,,17.397,1,inactive,satellite,inactive,,,,,
33811,916,07/17/2016,16:20:30,before,satellite_only,satellite,PO,PO,,13.638,1,inactive,satellite,inactive,,,,,
33813,916,07/17/2016,16:20:43,before,satellite_only,satellite,PO,PO,,220.047,1,not_visible,satellite,not_visible,,,,,
33878,916,07/17/2016,16:25:15,before,satellite_only,satellite,TR,TR,,34.026,1,movement,satellite,movement,,,,,
33881,916,07/17/2016,16:25:49,before,satellite_only,satellite,TR,TR,,93.85,1,feed,satellite,forage,,,,,
33883,916,07/17/2016,16:27:23,before,satellite_only,satellite,TR,TR,PP,79.575,1,feed_cofeed,satellite,forage,,,,,
33885,916,07/17/2016,16:28:43,before,satellite_only,satellite,TR,TR,,4.814,1,movement,satellite,movement,,,,,
33887,916,07/17/2016,16:28:48,before,satellite_only,satellite,TR,TR,,105.353,1,feed,satellite,forage,,,,,
33888,916,07/17/2016,16:29:18,before,satellite_only,satellite,TR,TR,,0,1,v_whinny,satellite,vocalization,,,,,
33890,916,07/17/2016,16:30:33,before,satellite_only,satellite,TR,TR,,3.664,1,movement,satellite,movement,,,,,
33892,916,07/17/2016,16:30:37,before,satellite_only,satellite,TR,TR,,14.335,1,feed,satellite,forage,,,,,
33894,916,07/17/2016,16:30:51,before,satellite_only,satellite,TR,TR,,10.146,1,movement,satellite,movement,,,,,
33896,916,07/17/2016,16:31:01,before,satellite_only,satellite,TR,TR,,2.114,1,feed,satellite,forage,,,,,
33898,916,07/17/2016,16:31:03,before,satellite_only,satellite,TR,TR,PP,14.64,1,feed_cofeed,satellite,forage,,,,,
33900,916,07/17/2016,16:31:18,before,satellite_only,satellite,TR,TR,,105.776,1,feed,satellite,forage,,,,,
33902,916,07/17/2016,16:33:04,before,satellite_only,satellite,TR,TR,,10.216,1,movement,satellite,movement,,,,,
33904,916,07/17/2016,16:33:14,before,satellite_only,satellite,TR,TR,,53.813,1,inactive,satellite,inactive,,,,,
33906,916,07/17/2016,16:34:08,before,satellite_only,satellite,TR,TR,,12.753,1,movement,satellite,movement,,,,,
33908,916,07/17/2016,16:34:20,before,satellite_only,satellite,TR,TR,,22.228,1,feed,satellite,forage,,,,,
33910,916,07/17/2016,16:34:43,before,satellite_only,satellite,TR,TR,,15.566,1,movement,satellite,movement,,,,,
33912,916,07/17/2016,16:34:58,before,satellite_only,satellite,TR,TR,,137.169,1,feed,satellite,forage,,,,,
33913,916,07/17/2016,16:35:22,before,satellite_only,satellite,TR,TR,,0,1,v_whinny,satellite,vocalization,,,,,
33915,916,07/17/2016,16:37:15,before,satellite_only,satellite,TR,TR,,4.361,1,inactive,satellite,inactive,,,,,
33917,916,07/17/2016,16:37:20,before,satellite_only,satellite,TR,TR,,50.312,1,movement,satellite,movement,,,,,
33919,916,07/17/2016,16:38:10,after,satellite_only,satellite,TR,TR,,48.661,1,feed,satellite,forage,,,,,
33921,916,07/17/2016,16:38:59,after,satellite_only,satellite,TR,TR,,6.315,1,movement,satellite,movement,,,,,
33923,916,07/17/2016,16:39:05,after,satellite_only,satellite,TR,TR,,13.104,1,inactive,satellite,inactive,,,,,
33925,916,07/17/2016,16:39:18,after,satellite_only,satellite,TR,TR,,6.801,1,movement,satellite,movement,,,,,
33927,916,07/17/2016,16:39:25,after,satellite_only,satellite,TR,TR,,168.127,1,inactive,satellite,inactive,,,,,
33929,916,07/17/2016,16:42:13,after,satellite_only,satellite,TR,TR,TR,30.417,1,sdb_scratching,satellite,self_directed,,,,,
33931,916,07/17/2016,16:42:44,after,satellite_only,satellite,TR,TR,,142.697,1,inactive,satellite,inactive,,,,,
33937,916,07/17/2016,16:45:54,after,satellite_only,satellite,RK,RK,,24.526,1,feed,satellite,forage,,,,,
33939,916,07/17/2016,16:46:19,after,satellite_only,satellite,RK,RK,RK,15.81,1,sdb_scratching,satellite,self_directed,,,,,
33941,916,07/17/2016,16:46:34,after,satellite_only,satellite,RK,RK,RK,9.394,1,sdb_groom,satellite,self_directed,,,,,
33943,916,07/17/2016,16:46:44,after,satellite_only,satellite,RK,RK,,5.91,1,feed,satellite,forage,,,,,
33945,916,07/17/2016,16:46:50,after,satellite_only,satellite,RK,RK,RK,110.525,1,sdb_groom,satellite,self_directed,,,,,
33946,916,07/17/2016,16:47:14,after,satellite_only,satellite,RK,RK,,0,1,v_whinny,satellite,vocalization,,,,,
33948,916,07/17/2016,16:48:40,after,satellite_only,satellite,RK,RK,,55.462,1,inactive,satellite,inactive,,,,,
33950,916,07/17/2016,16:49:36,after,satellite_only,satellite,RK,RK,,23.684,1,movement,satellite,movement,,,,,
33951,916,07/17/2016,16:49:42,after,satellite_only,satellite,RK,RK,,0,1,v_whinny,satellite,vocalization,,,,,
33952,916,07/17/2016,16:49:48,after,satellite_only,satellite,RK,RK,,0,1,v_whinny,satellite,vocalization,,,,,
33954,916,07/17/2016,16:49:59,after,satellite_only,satellite,RK,RK,,153.2,1,inactive,satellite,inactive,,,,,
33955,916,07/17/2016,16:50:37,after,satellite_only,satellite,RK,RK,,0,1,v_whinny,satellite,vocalization,,,,,
33956,916,07/17/2016,16:51:36,after,satellite_only,satellite,RK,RK,,0,1,v_whinny,satellite,vocalization,,,,,
33958,916,07/17/2016,16:52:33,after,satellite_only,satellite,RK,RK,RK,5.097,1,sdb_scratching,satellite,self_directed,,,,,
33960,916,07/17/2016,16:52:38,after,satellite_only,satellite,RK,RK,,57.714,1,inactive,satellite,inactive,,,,,
33961,916,07/17/2016,16:53:27,after,satellite_only,satellite,RK,RK,,0,1,v_whinny,satellite,vocalization,,,,,
33963,916,07/17/2016,16:53:35,after,satellite_only,satellite,RK,RK,RK,6.458,1,sdb_scratching,satellite,self_directed,,,,,
33965,916,07/17/2016,16:53:42,after,satellite_only,satellite,RK,RK,,41.854,1,inactive,satellite,inactive,,,,,
33967,916,07/17/2016,16:54:24,after,satellite_only,satellite,RK,RK,RK,3.323,1,sdb_scratching,satellite,self_directed,,,,,
33969,916,07/17/2016,16:54:27,after,satellite_only,satellite,RK,RK,,76.528,1,inactive,satellite,inactive,,,,,
33970,916,07/17/2016,16:54:57,after,satellite_only,satellite,RK,RK,,0,1,v_whinny,satellite,vocalization,,,,,
33972,916,07/17/2016,16:55:44,after,satellite_only,satellite,RK,RK,RK,40.385,1,sdb_scratching,satellite,self_directed,,,,,
33974,916,07/17/2016,16:56:24,after,satellite_only,satellite,RK,RK,,2.693,1,inactive,satellite,inactive,,,,,
33976,916,07/17/2016,16:56:27,after,satellite_only,satellite,RK,RK,RK,3.912,1,sdb_groom,satellite,self_directed,,,,,
33978,916,07/17/2016,16:56:31,after,satellite_only,satellite,RK,RK,,99.802,1,inactive,satellite,inactive,,,,,
33979,916,07/17/2016,16:56:50,after,satellite_only,satellite,RK,RK,,0,1,v_whinny,satellite,vocalization,,,,,
33981,916,07/17/2016,16:58:10,after,satellite_only,satellite,RK,RK,RK,6.811,1,sdb_groom,satellite,self_directed,,,,,
33983,916,07/17/2016,16:58:17,after,satellite_only,satellite,RK,RK,,246.698,1,inactive,satellite,inactive,,,,,
33984,916,07/17/2016,17:01:02,after,satellite_only,satellite,RK,RK,,0,1,v_whinny,satellite,vocalization,,,,,
33986,916,07/17/2016,17:02:24,after,satellite_only,satellite,RK,RK,RK,7.965,1,sdb_scratching,satellite,self_directed,,,,,
33988,916,07/17/2016,17:02:32,after,satellite_only,satellite,RK,RK,,7.126,1,movement,satellite,movement,,,,,
33990,916,07/17/2016,17:02:39,after,satellite_only,satellite,RK,RK,RK,11.946,1,sdb_scratching,satellite,self_directed,,,,,
33992,916,07/17/2016,17:02:51,after,satellite_only,satellite,RK,RK,,61.442,1,inactive,satellite,inactive,,,,,
33994,916,07/17/2016,17:03:52,after,satellite_only,satellite,RK,RK,RK,7.361,1,sdb_scratching,satellite,self_directed,,,,,
33996,916,07/17/2016,17:04:00,after,satellite_only,satellite,RK,RK,,20.099,1,movement,satellite,movement,,,,,
33998,916,07/17/2016,17:04:20,after,satellite_only,satellite,RK,RK,,10.947,1,inactive,satellite,inactive,,,,,
34000,916,07/17/2016,17:04:31,after,satellite_only,satellite,RK,RK,RK,5.683,1,sdb_scratching,satellite,self_directed,,,,,
34002,916,07/17/2016,17:04:36,after,satellite_only,satellite,RK,RK,,14.649,1,movement,satellite,movement,,,,,
34004,916,07/17/2016,17:04:51,after,satellite_only,satellite,RK,RK,RK,3.16,1,sdb_scratching,satellite,self_directed,,,,,
34006,916,07/17/2016,17:04:54,after,satellite_only,satellite,RK,RK,,16.455,1,stb_swinging,satellite,abnormal,,,,,
34008,916,07/17/2016,17:05:11,after,satellite_only,satellite,RK,RK,,39.238,1,inactive,satellite,inactive,,,,,
34135,1231,07/18/2016,7:02:54,before,both_enclosures,center,FY,FY,FY,6.175,1,sdb_scratching,cbc,self_directed,,,,,
34137,1231,07/18/2016,7:03:00,before,both_enclosures,center,FY,FY,,72.798,1,inactive,cbc,inactive,,,,,
34139,1231,07/18/2016,7:04:13,before,both_enclosures,center,FY,FY,FY,8.052,1,sdb_scratching,cbc,self_directed,,,,,
34141,1231,07/18/2016,7:04:21,before,both_enclosures,center,FY,FY,,45.889,1,inactive,cbc,inactive,,,,,
34143,1231,07/18/2016,7:05:07,before,both_enclosures,center,FY,FY,FY,25.828,1,sdb_scratching,cbc,self_directed,,,,,
34146,1231,07/18/2016,7:05:33,before,both_enclosures,center,FY,FY,,10.56,1,inactive,cbc,inactive,,,,,
34148,1231,07/18/2016,7:05:43,before,both_enclosures,center,FY,FY,FY,11.026,1,sdb_scratching,cbc,self_directed,,,,,
34150,1231,07/18/2016,7:05:54,before,both_enclosures,center,FY,FY,,19.299,1,inactive,cbc,inactive,,,,,
34152,1231,07/18/2016,7:06:13,before,both_enclosures,center,FY,FY,,5.64,1,movement,cbc,movement,,,,,
34217,916,07/18/2016,8:44:47,none,satellite_only,satellite,TR,TR,,6.172,1,inactive,satellite,inactive,,,,,
34219,916,07/18/2016,8:44:54,none,satellite_only,satellite,TR,TR,,10.075,1,movement,satellite,movement,,,,,
34221,916,07/18/2016,8:45:04,none,satellite_only,satellite,TR,TR,,10.613,1,inactive,satellite,inactive,,,,,
